ts,meter_serial,import_kwh,export_kwh
2026-02-21 16:30:00,BESS_04,0.0,4961.755
2026-02-21 16:30:00,SOLAR_01,0.0,9834.64
2026-02-21 16:30:00,SOLAR_02,0.0,9848.114
2026-02-21 16:30:00,SOLAR_03,0.0,9963.381
2026-02-21 16:30:00,SOLAR_04,0.0,9921.427
2026-02-21 16:30:00,SELF_01,4338.026,0.0
2026-02-21 16:30:00,GRID_01,0.0,55021.275
2026-02-21 16:30:00,DEST_01,54047.664,0.0
2026-02-21 17:00:00,BESS_01,0.0,4968.986
2026-02-21 17:00:00,BESS_02,0.0,4959.512
2026-02-21 17:00:00,BESS_03,0.0,4921.868
2026-02-21 17:00:00,BESS_04,0.0,4964.348
2026-02-21 17:00:00,SOLAR_01,0.0,9840.444
2026-02-21 17:00:00,SOLAR_02,0.0,9853.844
2026-02-21 17:00:00,SOLAR_03,0.0,9967.173
2026-02-21 17:00:00,SOLAR_04,0.0,9924.774
2026-02-21 17:00:00,SELF_01,4339.746,0.0
2026-02-21 17:00:00,GRID_01,0.0,55047.223
2026-02-21 17:00:00,DEST_01,54073.094,0.0
2026-02-21 17:30:00,BESS_01,0.0,4970.85
2026-02-21 17:30:00,BESS_02,0.0,4961.164
2026-02-21 17:30:00,BESS_03,0.0,4924.173
2026-02-21 17:30:00,BESS_04,0.0,4965.501
2026-02-21 17:30:00,SOLAR_01,0.0,9845.356
2026-02-21 17:30:00,SOLAR_02,0.0,9857.533
2026-02-21 17:30:00,SOLAR_03,0.0,9969.253
2026-02-21 17:30:00,SOLAR_04,0.0,9927.158
2026-02-21 17:30:00,SELF_01,4341.484,0.0
2026-02-21 17:30:00,GRID_01,0.0,55065.525
2026-02-21 17:30:00,DEST_01,54091.031,0.0
2026-02-21 18:00:00,BESS_01,0.0,4972.976
2026-02-21 18:00:00,BESS_02,0.0,4963.61
2026-02-21 18:00:00,BESS_03,0.0,4925.534
2026-02-21 18:00:00,BESS_04,0.0,4967.069
2026-02-21 18:00:00,SOLAR_01,0.0,9848.186
2026-02-21 18:00:00,SOLAR_02,0.0,9863.395
2026-02-21 18:00:00,SOLAR_03,0.0,9973.696
2026-02-21 18:00:00,SOLAR_04,0.0,9931.717
2026-02-21 18:00:00,SELF_01,4343.136,0.0
2026-02-21 18:00:00,GRID_01,0.0,55089.068
2026-02-21 18:00:00,DEST_01,54114.103,0.0
2026-02-21 18:30:00,BESS_01,0.0,4974.013
2026-02-21 18:30:00,BESS_02,0.0,4966.563
2026-02-21 18:30:00,BESS_03,0.0,4928.387
2026-02-21 18:30:00,BESS_04,0.0,4968.717
2026-02-21 18:30:00,SOLAR_01,0.0,9853.823
2026-02-21 18:30:00,SOLAR_02,0.0,9867.978
2026-02-21 18:30:00,SOLAR_03,0.0,9978.822
2026-02-21 18:30:00,SOLAR_04,0.0,9935.351
2026-02-21 18:30:00,SELF_01,4345.197,0.0
2026-02-21 18:30:00,GRID_01,0.0,55114.479
2026-02-21 18:30:00,DEST_01,54139.004,0.0
2026-02-21 19:00:00,BESS_01,0.0,4975.472
2026-02-21 19:00:00,BESS_02,0.0,4968.249
2026-02-21 19:00:00,BESS_03,0.0,4929.478
2026-02-21 19:00:00,BESS_04,0.0,4971.367
2026-02-21 19:00:00,SOLAR_01,0.0,9858.821
2026-02-21 19:00:00,SOLAR_02,0.0,9871.035
2026-02-21 19:00:00,SOLAR_03,0.0,9981.533
2026-02-21 19:00:00,SOLAR_04,0.0,9939.595
2026-02-21 19:00:00,SELF_01,4346.305,0.0
2026-02-21 19:00:00,GRID_01,0.0,55135.267
2026-02-21 19:00:00,DEST_01,54159.375,0.0
2026-02-21 19:30:00,BESS_01,0.0,4977.546
2026-02-21 19:30:00,BESS_02,0.0,4969.585
2026-02-21 19:30:00,BESS_03,0.0,4931.14
2026-02-21 19:30:00,BESS_04,0.0,4973.258
2026-02-21 19:30:00,SOLAR_01,0.0,9862.023
2026-02-21 19:30:00,SOLAR_02,0.0,9873.169
2026-02-21 19:30:00,SOLAR_03,0.0,9984.054
2026-02-21 19:30:00,SOLAR_04,0.0,9941.817
2026-02-21 19:30:00,SELF_01,4348.599,0.0
2026-02-21 19:30:00,GRID_01,0.0,55150.016
2026-02-21 19:30:00,DEST_01,54173.828,0.0
2026-02-21 20:00:00,BESS_01,0.0,4979.624
2026-02-21 20:00:00,BESS_02,0.0,4972.328
2026-02-21 20:00:00,BESS_03,0.0,4934.138
2026-02-21 20:00:00,BESS_04,0.0,4975.114
2026-02-21 20:00:00,SOLAR_01,0.0,9864.713
2026-02-21 20:00:00,SOLAR_02,0.0,9876.674
2026-02-21 20:00:00,SOLAR_03,0.0,9989.377
2026-02-21 20:00:00,SOLAR_04,0.0,9945.874
2026-02-21 20:00:00,SELF_01,4350.783,0.0
2026-02-21 20:00:00,GRID_01,0.0,55173.081
2026-02-21 20:00:00,DEST_01,54196.431,0.0
2026-02-21 20:30:00,BESS_01,0.0,4982.145
2026-02-21 20:30:00,BESS_02,0.0,4973.826
2026-02-21 20:30:00,BESS_03,0.0,4936.432
2026-02-21 20:30:00,BESS_04,0.0,4977.26
2026-02-21 20:30:00,SOLAR_01,0.0,9869.748
2026-02-21 20:30:00,SOLAR_02,0.0,9880.303
2026-02-21 20:30:00,SOLAR_03,0.0,9993.615
2026-02-21 20:30:00,SOLAR_04,0.0,9948.081
2026-02-21 20:30:00,SELF_01,4352.361,0.0
2026-02-21 20:30:00,GRID_01,0.0,55195.07
2026-02-21 20:30:00,DEST_01,54217.981,0.0
2026-02-21 21:00:00,BESS_01,0.0,4983.847
2026-02-21 21:00:00,BESS_02,0.0,4974.864
2026-02-21 21:00:00,BESS_03,0.0,4939.112
2026-02-21 21:00:00,BESS_04,0.0,4978.304
2026-02-21 21:00:00,SOLAR_01,0.0,9872.066
2026-02-21 21:00:00,SOLAR_02,0.0,9885.36
2026-02-21 21:00:00,SOLAR_03,0.0,9997.372
2026-02-21 21:00:00,SOLAR_04,0.0,9952.394
2026-02-21 21:00:00,SELF_01,4354.263,0.0
2026-02-21 21:00:00,GRID_01,0.0,55215.075
2026-02-21 21:00:00,DEST_01,54237.588,0.0
2026-02-21 21:30:00,BESS_01,0.0,4986.46
2026-02-21 21:30:00,BESS_02,0.0,4977.161
2026-02-21 21:30:00,BESS_03,0.0,4940.115
2026-02-21 21:30:00,BESS_04,0.0,4979.891
2026-02-21 21:30:00,SOLAR_01,0.0,9877.749
2026-02-21 21:30:00,SOLAR_02,0.0,9890.798
2026-02-21 21:30:00,SOLAR_03,0.0,9999.961
2026-02-21 21:30:00,SOLAR_04,0.0,9957.867
2026-02-21 21:30:00,SELF_01,4356.325,0.0
2026-02-21 21:30:00,GRID_01,0.0,55239.698
2026-02-21 21:30:00,DEST_01,54261.718,0.0
2026-02-21 22:00:00,BESS_01,0.0,4988.508
2026-02-21 22:00:00,BESS_02,0.0,4979.679
2026-02-21 22:00:00,BESS_03,0.0,4941.213
2026-02-21 22:00:00,BESS_04,0.0,4981.324
2026-02-21 22:00:00,SOLAR_01,0.0,9881.059
2026-02-21 22:00:00,SOLAR_02,0.0,9893.385
2026-02-21 22:00:00,SOLAR_03,0.0,10005.743
2026-02-21 22:00:00,SOLAR_04,0.0,9962.856
2026-02-21 22:00:00,SELF_01,4357.648,0.0
2026-02-21 22:00:00,GRID_01,0.0,55262.139
2026-02-21 22:00:00,DEST_01,54283.711,0.0
2026-02-21 22:30:00,BESS_01,0.0,4990.071
2026-02-21 22:30:00,BESS_02,0.0,4981.937
2026-02-21 22:30:00,BESS_03,0.0,4942.729
2026-02-21 22:30:00,BESS_04,0.0,4983.341
2026-02-21 22:30:00,SOLAR_01,0.0,9885.45
2026-02-21 22:30:00,SOLAR_02,0.0,9898.374
2026-02-21 22:30:00,SOLAR_03,0.0,10010.618
2026-02-21 22:30:00,SOLAR_04,0.0,9965.786
2026-02-21 22:30:00,SELF_01,4359.454,0.0
2026-02-21 22:30:00,GRID_01,0.0,55284.872
2026-02-21 22:30:00,DEST_01,54305.989,0.0
2026-02-21 23:00:00,BESS_01,0.0,4991.372
2026-02-21 23:00:00,BESS_02,0.0,4983.382
2026-02-21 23:00:00,BESS_03,0.0,4944.608
2026-02-21 23:00:00,BESS_04,0.0,4985.185
2026-02-21 23:00:00,SOLAR_01,0.0,9889.357
2026-02-21 23:00:00,SOLAR_02,0.0,9903.743
2026-02-21 23:00:00,SOLAR_03,0.0,10016.226
2026-02-21 23:00:00,SOLAR_04,0.0,9969.58
2026-02-21 23:00:00,SELF_01,4360.784,0.0
2026-02-21 23:00:00,GRID_01,0.0,55308.69
2026-02-21 23:00:00,DEST_01,54329.332,0.0
2026-02-21 23:30:00,BESS_01,0.0,4993.265
2026-02-21 23:30:00,BESS_02,0.0,4984.942
2026-02-21 23:30:00,BESS_03,0.0,4946.323
2026-02-21 23:30:00,BESS_04,0.0,4987.108
2026-02-21 23:30:00,SOLAR_01,0.0,9893.069
2026-02-21 23:30:00,SOLAR_02,0.0,9908.443
2026-02-21 23:30:00,SOLAR_03,0.0,10021.787
2026-02-21 23:30:00,SOLAR_04,0.0,9973.133
2026-02-21 23:30:00,SELF_01,4363.199,0.0
2026-02-21 23:30:00,GRID_01,0.0,55330.892
2026-02-21 23:30:00,DEST_01,54351.09,0.0
2026-02-22 00:00:00,BESS_01,0.0,4994.891
2026-02-22 00:00:00,BESS_02,0.0,4986.024
2026-02-22 00:00:00,BESS_03,0.0,4948.552
2026-02-22 00:00:00,BESS_04,0.0,4989.927
2026-02-22 00:00:00,SOLAR_01,0.0,9898.728
2026-02-22 00:00:00,SOLAR_02,0.0,9912.865
2026-02-22 00:00:00,SOLAR_03,0.0,10027.042
2026-02-22 00:00:00,SOLAR_04,0.0,9976.193
2026-02-22 00:00:00,SELF_01,4364.942,0.0
2026-02-22 00:00:00,GRID_01,0.0,55355.3
2026-02-22 00:00:00,DEST_01,54375.009,0.0
2026-02-22 00:30:00,BESS_01,0.0,4996.64
2026-02-22 00:30:00,BESS_02,0.0,4987.569
2026-02-22 00:30:00,BESS_03,0.0,4950.125
2026-02-22 00:30:00,BESS_04,0.0,4991.406
2026-02-22 00:30:00,SOLAR_01,0.0,9901.869
2026-02-22 00:30:00,SOLAR_02,0.0,9916.875
2026-02-22 00:30:00,SOLAR_03,0.0,10030.379
2026-02-22 00:30:00,SOLAR_04,0.0,9980.543
2026-02-22 00:30:00,SELF_01,4367.215,0.0
2026-02-22 00:30:00,GRID_01,0.0,55374.211
2026-02-22 00:30:00,DEST_01,54393.542,0.0
2026-02-22 01:00:00,BESS_01,0.0,4998.559
2026-02-22 01:00:00,BESS_02,0.0,4989.077
2026-02-22 01:00:00,BESS_03,0.0,4952.777
2026-02-22 01:00:00,BESS_04,0.0,4992.461
2026-02-22 01:00:00,SOLAR_01,0.0,9906.882
2026-02-22 01:00:00,SOLAR_02,0.0,9919.835
2026-02-22 01:00:00,SOLAR_03,0.0,10033.936
2026-02-22 01:00:00,SOLAR_04,0.0,9984.222
2026-02-22 01:00:00,SELF_01,4368.928,0.0
2026-02-22 01:00:00,GRID_01,0.0,55394.842
2026-02-22 01:00:00,DEST_01,54413.762,0.0
2026-02-22 01:30:00,BESS_01,0.0,5001.303
2026-02-22 01:30:00,BESS_02,0.0,4990.122
2026-02-22 01:30:00,BESS_03,0.0,4955.51
2026-02-22 01:30:00,BESS_04,0.0,4994.303
2026-02-22 01:30:00,SOLAR_01,0.0,9910.301
2026-02-22 01:30:00,SOLAR_02,0.0,9923.067
2026-02-22 01:30:00,SOLAR_03,0.0,10037.717
2026-02-22 01:30:00,SOLAR_04,0.0,9987.021
2026-02-22 01:30:00,SELF_01,4370.06,0.0
2026-02-22 01:30:00,GRID_01,0.0,55415.305
2026-02-22 01:30:00,DEST_01,54433.817,0.0
2026-02-22 02:00:00,BESS_01,0.0,5003.246
2026-02-22 02:00:00,BESS_02,0.0,4991.537
2026-02-22 02:00:00,BESS_03,0.0,4958.064
2026-02-22 02:00:00,BESS_04,0.0,4995.422
2026-02-22 02:00:00,SOLAR_01,0.0,9914.654
2026-02-22 02:00:00,SOLAR_02,0.0,9928.223
2026-02-22 02:00:00,SOLAR_03,0.0,10042.29
2026-02-22 02:00:00,SOLAR_04,0.0,9989.207
2026-02-22 02:00:00,SELF_01,4372.337,0.0
2026-02-22 02:00:00,GRID_01,0.0,55436.327
2026-02-22 02:00:00,DEST_01,54454.417,0.0
2026-02-22 02:30:00,BESS_01,0.0,5005.838
2026-02-22 02:30:00,BESS_02,0.0,4993.282
2026-02-22 02:30:00,BESS_03,0.0,4959.778
2026-02-22 02:30:00,BESS_04,0.0,4997.434
2026-02-22 02:30:00,SOLAR_01,0.0,9917.623
2026-02-22 02:30:00,SOLAR_02,0.0,9931.385
2026-02-22 02:30:00,SOLAR_03,0.0,10045.344
2026-02-22 02:30:00,SOLAR_04,0.0,9992.184
2026-02-22 02:30:00,SELF_01,4374.812,0.0
2026-02-22 02:30:00,GRID_01,0.0,55454.077
2026-02-22 02:30:00,DEST_01,54471.811,0.0
2026-02-22 03:00:00,BESS_01,0.0,5008.148
2026-02-22 03:00:00,BESS_02,0.0,4995.128
2026-02-22 03:00:00,BESS_03,0.0,4961.27
2026-02-22 03:00:00,BESS_04,0.0,5000.342
2026-02-22 03:00:00,SOLAR_01,0.0,9923.278
2026-02-22 03:00:00,SOLAR_02,0.0,9936.844
2026-02-22 03:00:00,SOLAR_03,0.0,10047.864
2026-02-22 03:00:00,SOLAR_04,0.0,9995.83
2026-02-22 03:00:00,SELF_01,4377.288,0.0
2026-02-22 03:00:00,GRID_01,0.0,55477.438
2026-02-22 03:00:00,DEST_01,54494.704,0.0
2026-02-22 03:30:00,BESS_01,0.0,5010.979
2026-02-22 03:30:00,BESS_02,0.0,4997.47
2026-02-22 03:30:00,BESS_03,0.0,4962.297
2026-02-22 03:30:00,BESS_04,0.0,5003.258
2026-02-22 03:30:00,SOLAR_01,0.0,9926.319
2026-02-22 03:30:00,SOLAR_02,0.0,9938.96
2026-02-22 03:30:00,SOLAR_03,0.0,10053.863
2026-02-22 03:30:00,SOLAR_04,0.0,10000.778
2026-02-22 03:30:00,SELF_01,4378.393,0.0
2026-02-22 03:30:00,GRID_01,0.0,55501.551
2026-02-22 03:30:00,DEST_01,54518.334,0.0
2026-02-22 04:00:00,BESS_01,0.0,5013.608
2026-02-22 04:00:00,BESS_02,0.0,4999.64
2026-02-22 04:00:00,BESS_03,0.0,4964.804
2026-02-22 04:00:00,BESS_04,0.0,5004.981
2026-02-22 04:00:00,SOLAR_01,0.0,9930.005
2026-02-22 04:00:00,SOLAR_02,0.0,9941.275
2026-02-22 04:00:00,SOLAR_03,0.0,10058.62
2026-02-22 04:00:00,SOLAR_04,0.0,10005.169
2026-02-22 04:00:00,SELF_01,4380.244,0.0
2026-02-22 04:00:00,GRID_01,0.0,55523.878
2026-02-22 04:00:00,DEST_01,54540.214,0.0
2026-02-22 04:30:00,BESS_01,0.0,5016.275
2026-02-22 04:30:00,BESS_02,0.0,5002.627
2026-02-22 04:30:00,BESS_03,0.0,4965.977
2026-02-22 04:30:00,BESS_04,0.0,5006.185
2026-02-22 04:30:00,SOLAR_01,0.0,9935.552
2026-02-22 04:30:00,SOLAR_02,0.0,9945.284
2026-02-22 04:30:00,SOLAR_03,0.0,10063.616
2026-02-22 04:30:00,SOLAR_04,0.0,10008.96
2026-02-22 04:30:00,SELF_01,4382.638,0.0
2026-02-22 04:30:00,GRID_01,0.0,55547.859
2026-02-22 04:30:00,DEST_01,54563.716,0.0
2026-02-22 05:00:00,BESS_01,0.0,5017.428
2026-02-22 05:00:00,BESS_02,0.0,5005.087
2026-02-22 05:00:00,BESS_03,0.0,4967.918
2026-02-22 05:00:00,BESS_04,0.0,5008.035
2026-02-22 05:00:00,SOLAR_01,0.0,9937.924
2026-02-22 05:00:00,SOLAR_02,0.0,9949.855
2026-02-22 05:00:00,SOLAR_03,0.0,10068.208
2026-02-22 05:00:00,SOLAR_04,0.0,10013.005
2026-02-22 05:00:00,SELF_01,4384.641,0.0
2026-02-22 05:00:00,GRID_01,0.0,55568.84
2026-02-22 05:00:00,DEST_01,54584.278,0.0
2026-02-22 05:30:00,BESS_01,0.0,5019.352
2026-02-22 05:30:00,BESS_02,0.0,5007.254
2026-02-22 05:30:00,BESS_03,0.0,4969.718
2026-02-22 05:30:00,BESS_04,0.0,5010.337
2026-02-22 05:30:00,SOLAR_01,0.0,9943.052
2026-02-22 05:30:00,SOLAR_02,0.0,9953.389
2026-02-22 05:30:00,SOLAR_03,0.0,10073.749
2026-02-22 05:30:00,SOLAR_04,0.0,10017.837
2026-02-22 05:30:00,SELF_01,4385.665,0.0
2026-02-22 05:30:00,GRID_01,0.0,55595.044
2026-02-22 05:30:00,DEST_01,54609.959,0.0
2026-02-22 06:00:00,BESS_01,0.0,5020.618
2026-02-22 06:00:00,BESS_02,0.0,5009.063
2026-02-22 06:00:00,BESS_03,0.0,4972.674
2026-02-22 06:00:00,BESS_04,0.0,5012.509
2026-02-22 06:00:00,SOLAR_01,0.0,9945.119
2026-02-22 06:00:00,SOLAR_02,0.0,9957.957
2026-02-22 06:00:00,SOLAR_03,0.0,10076.02
2026-02-22 06:00:00,SOLAR_04,0.0,10022.711
2026-02-22 06:00:00,SELF_01,4387.717,0.0
2026-02-22 06:00:00,GRID_01,0.0,55614.974
2026-02-22 06:00:00,DEST_01,54629.49,0.0
2026-02-22 06:30:00,BESS_01,0.0,5021.625
2026-02-22 06:30:00,BESS_02,0.0,5010.424
2026-02-22 06:30:00,BESS_03,0.0,4975.083
2026-02-22 06:30:00,BESS_04,0.0,5014.502
2026-02-22 06:30:00,SOLAR_01,0.0,9950.752
2026-02-22 06:30:00,SOLAR_02,0.0,9963.378
2026-02-22 06:30:00,SOLAR_03,0.0,10079.283
2026-02-22 06:30:00,SOLAR_04,0.0,10028.063
2026-02-22 06:30:00,SELF_01,4389.738,0.0
2026-02-22 06:30:00,GRID_01,0.0,55639.392
2026-02-22 06:30:00,DEST_01,54653.42,0.0
2026-02-22 07:00:00,BESS_01,0.0,5023.47
2026-02-22 07:00:00,BESS_02,0.0,5013.253
2026-02-22 07:00:00,BESS_03,0.0,4976.217
2026-02-22 07:00:00,BESS_04,0.0,5015.611
2026-02-22 07:00:00,SOLAR_01,0.0,9953.021
2026-02-22 07:00:00,SOLAR_02,0.0,9968.881
2026-02-22 07:00:00,SOLAR_03,0.0,10083.41
2026-02-22 07:00:00,SOLAR_04,0.0,10031.568
2026-02-22 07:00:00,SELF_01,4391.2,0.0
2026-02-22 07:00:00,GRID_01,0.0,55660.251
2026-02-22 07:00:00,DEST_01,54673.863,0.0
2026-02-22 07:30:00,BESS_01,0.0,5026.205
2026-02-22 07:30:00,BESS_02,0.0,5014.679
2026-02-22 07:30:00,BESS_03,0.0,4978.398
2026-02-22 07:30:00,BESS_04,0.0,5016.792
2026-02-22 07:30:00,SOLAR_01,0.0,9956.836
2026-02-22 07:30:00,SOLAR_02,0.0,9973.843
2026-02-22 07:30:00,SOLAR_03,0.0,10086.769
2026-02-22 07:30:00,SOLAR_04,0.0,10034.612
2026-02-22 07:30:00,SELF_01,4392.649,0.0
2026-02-22 07:30:00,GRID_01,0.0,55681.507
2026-02-22 07:30:00,DEST_01,54694.694,0.0
2026-02-22 08:00:00,BESS_01,0.0,5027.461
2026-02-22 08:00:00,BESS_02,0.0,5016.055
2026-02-22 08:00:00,BESS_03,0.0,4980.61
2026-02-22 08:00:00,BESS_04,0.0,5018.356
2026-02-22 08:00:00,SOLAR_01,0.0,9958.903
2026-02-22 08:00:00,SOLAR_02,0.0,9979.432
2026-02-22 08:00:00,SOLAR_03,0.0,10092.264
2026-02-22 08:00:00,SOLAR_04,0.0,10037.278
2026-02-22 08:00:00,SELF_01,4394.732,0.0
2026-02-22 08:00:00,GRID_01,0.0,55701.648
2026-02-22 08:00:00,DEST_01,54714.431,0.0
2026-02-22 08:30:00,BESS_01,0.0,5029.423
2026-02-22 08:30:00,BESS_02,0.0,5017.506
2026-02-22 08:30:00,BESS_03,0.0,4982.325
2026-02-22 08:30:00,BESS_04,0.0,5019.52
2026-02-22 08:30:00,SOLAR_01,0.0,9964.566
2026-02-22 08:30:00,SOLAR_02,0.0,9984.16
2026-02-22 08:30:00,SOLAR_03,0.0,10097.283
2026-02-22 08:30:00,SOLAR_04,0.0,10040.904
2026-02-22 08:30:00,SELF_01,4396.197,0.0
2026-02-22 08:30:00,GRID_01,0.0,55725.51
2026-02-22 08:30:00,DEST_01,54737.814,0.0
2026-02-22 09:00:00,BESS_01,0.0,5031.417
2026-02-22 09:00:00,BESS_02,0.0,5019.111
2026-02-22 09:00:00,BESS_03,0.0,4983.732
2026-02-22 09:00:00,BESS_04,0.0,5022.459
2026-02-22 09:00:00,SOLAR_01,0.0,9970.24
2026-02-22 09:00:00,SOLAR_02,0.0,9986.465
2026-02-22 09:00:00,SOLAR_03,0.0,10101.98
2026-02-22 09:00:00,SOLAR_04,0.0,10042.938
2026-02-22 09:00:00,SELF_01,4397.73,0.0
2026-02-22 09:00:00,GRID_01,0.0,55746.634
2026-02-22 09:00:00,DEST_01,54758.516,0.0
2026-02-22 09:30:00,BESS_01,0.0,5032.952
2026-02-22 09:30:00,BESS_02,0.0,5022.001
2026-02-22 09:30:00,BESS_03,0.0,4985.569
2026-02-22 09:30:00,BESS_04,0.0,5024.096
2026-02-22 09:30:00,SOLAR_01,0.0,9975.499
2026-02-22 09:30:00,SOLAR_02,0.0,9989.862
2026-02-22 09:30:00,SOLAR_03,0.0,10107.784
2026-02-22 09:30:00,SOLAR_04,0.0,10048.681
2026-02-22 09:30:00,SELF_01,4399.894,0.0
2026-02-22 09:30:00,GRID_01,0.0,55772.57
2026-02-22 09:30:00,DEST_01,54783.934,0.0
2026-02-22 10:00:00,BESS_01,0.0,5034.288
2026-02-22 10:00:00,BESS_02,0.0,5023.239
2026-02-22 10:00:00,BESS_03,0.0,4987.67
2026-02-22 10:00:00,BESS_04,0.0,5025.751
2026-02-22 10:00:00,SOLAR_01,0.0,9981.007
2026-02-22 10:00:00,SOLAR_02,0.0,9995.089
2026-02-22 10:00:00,SOLAR_03,0.0,10110.015
2026-02-22 10:00:00,SOLAR_04,0.0,10052.99
2026-02-22 10:00:00,SELF_01,4401.349,0.0
2026-02-22 10:00:00,GRID_01,0.0,55794.72
2026-02-22 10:00:00,DEST_01,54805.639,0.0
2026-02-22 10:30:00,BESS_01,0.0,5036.875
2026-02-22 10:30:00,BESS_02,0.0,5024.391
2026-02-22 10:30:00,BESS_03,0.0,4989.011
2026-02-22 10:30:00,BESS_04,0.0,5028.747
2026-02-22 10:30:00,SOLAR_01,0.0,9986.923
2026-02-22 10:30:00,SOLAR_02,0.0,9998.411
2026-02-22 10:30:00,SOLAR_03,0.0,10115.246
2026-02-22 10:30:00,SOLAR_04,0.0,10058.348
2026-02-22 10:30:00,SELF_01,4403.809,0.0
2026-02-22 10:30:00,GRID_01,0.0,55820.164
2026-02-22 10:30:00,DEST_01,54830.576,0.0
2026-02-22 11:00:00,BESS_01,0.0,5038.796
2026-02-22 11:00:00,BESS_02,0.0,5026.906
2026-02-22 11:00:00,BESS_03,0.0,4990.367
2026-02-22 11:00:00,BESS_04,0.0,5030.823
2026-02-22 11:00:00,SOLAR_01,0.0,9992.693
2026-02-22 11:00:00,SOLAR_02,0.0,10000.799
2026-02-22 11:00:00,SOLAR_03,0.0,10118.127
2026-02-22 11:00:00,SOLAR_04,0.0,10062.478
2026-02-22 11:00:00,SELF_01,4406.241,0.0
2026-02-22 11:00:00,GRID_01,0.0,55840.77
2026-02-22 11:00:00,DEST_01,54850.772,0.0
2026-02-22 11:30:00,BESS_01,0.0,5041.579
2026-02-22 11:30:00,BESS_02,0.0,5029.437
2026-02-22 11:30:00,BESS_03,0.0,4992.832
2026-02-22 11:30:00,BESS_04,0.0,5033.809
2026-02-22 11:30:00,SOLAR_01,0.0,9998.535
2026-02-22 11:30:00,SOLAR_02,0.0,10003.059
2026-02-22 11:30:00,SOLAR_03,0.0,10121.16
2026-02-22 11:30:00,SOLAR_04,0.0,10066.019
2026-02-22 11:30:00,SELF_01,4407.63,0.0
2026-02-22 11:30:00,GRID_01,0.0,55864.822
2026-02-22 11:30:00,DEST_01,54874.341,0.0
2026-02-22 12:00:00,BESS_01,0.0,5044.543
2026-02-22 12:00:00,BESS_02,0.0,5030.783
2026-02-22 12:00:00,BESS_03,0.0,4995.661
2026-02-22 12:00:00,BESS_04,0.0,5035.014
2026-02-22 12:00:00,SOLAR_01,0.0,10002.968
2026-02-22 12:00:00,SOLAR_02,0.0,10006.539
2026-02-22 12:00:00,SOLAR_03,0.0,10125.013
2026-02-22 12:00:00,SOLAR_04,0.0,10071.384
2026-02-22 12:00:00,SELF_01,4410.097,0.0
2026-02-22 12:00:00,GRID_01,0.0,55887.831
2026-02-22 12:00:00,DEST_01,54896.888,0.0
2026-02-22 12:30:00,BESS_01,0.0,5047.224
2026-02-22 12:30:00,BESS_02,0.0,5033.254
2026-02-22 12:30:00,BESS_03,0.0,4996.864
2026-02-22 12:30:00,BESS_04,0.0,5036.141
2026-02-22 12:30:00,SOLAR_01,0.0,10006.226
2026-02-22 12:30:00,SOLAR_02,0.0,10010.428
2026-02-22 12:30:00,SOLAR_03,0.0,10127.786
2026-02-22 12:30:00,SOLAR_04,0.0,10073.746
2026-02-22 12:30:00,SELF_01,4411.227,0.0
2026-02-22 12:30:00,GRID_01,0.0,55906.463
2026-02-22 12:30:00,DEST_01,54915.147,0.0
2026-02-22 13:00:00,BESS_01,0.0,5048.401
2026-02-22 13:00:00,BESS_02,0.0,5034.753
2026-02-22 13:00:00,BESS_03,0.0,4998.529
2026-02-22 13:00:00,BESS_04,0.0,5038.423
2026-02-22 13:00:00,SOLAR_01,0.0,10009.676
2026-02-22 13:00:00,SOLAR_02,0.0,10015.824
2026-02-22 13:00:00,SOLAR_03,0.0,10133.595
2026-02-22 13:00:00,SOLAR_04,0.0,10077.029
2026-02-22 13:00:00,SELF_01,4412.286,0.0
2026-02-22 13:00:00,GRID_01,0.0,55929.965
2026-02-22 13:00:00,DEST_01,54938.18,0.0
2026-02-22 13:30:00,BESS_01,0.0,5050.015
2026-02-22 13:30:00,BESS_02,0.0,5035.774
2026-02-22 13:30:00,BESS_03,0.0,5000.411
2026-02-22 13:30:00,BESS_04,0.0,5039.599
2026-02-22 13:30:00,SOLAR_01,0.0,10014.525
2026-02-22 13:30:00,SOLAR_02,0.0,10021.398
2026-02-22 13:30:00,SOLAR_03,0.0,10138.062
2026-02-22 13:30:00,SOLAR_04,0.0,10082.581
2026-02-22 13:30:00,SELF_01,4413.897,0.0
2026-02-22 13:30:00,GRID_01,0.0,55954.489
2026-02-22 13:30:00,DEST_01,54962.213,0.0
2026-02-22 14:00:00,BESS_01,0.0,5051.621
2026-02-22 14:00:00,BESS_02,0.0,5038.31
2026-02-22 14:00:00,BESS_03,0.0,5002.05
2026-02-22 14:00:00,BESS_04,0.0,5041.413
2026-02-22 14:00:00,SOLAR_01,0.0,10019.882
2026-02-22 14:00:00,SOLAR_02,0.0,10025.127
2026-02-22 14:00:00,SOLAR_03,0.0,10143.059
2026-02-22 14:00:00,SOLAR_04,0.0,10085.803
2026-02-22 14:00:00,SELF_01,4416.379,0.0
2026-02-22 14:00:00,GRID_01,0.0,55976.907
2026-02-22 14:00:00,DEST_01,54984.184,0.0
2026-02-22 14:30:00,BESS_01,0.0,5054.187
2026-02-22 14:30:00,BESS_02,0.0,5040.794
2026-02-22 14:30:00,BESS_03,0.0,5003.418
2026-02-22 14:30:00,BESS_04,0.0,5043.595
2026-02-22 14:30:00,SOLAR_01,0.0,10022.448
